ID	size	type	pro_type
Zm00001eb335870	1.53533296507206	down	tran
Zm00001eb336190	2.08826102449316	up	tran
Zm00001eb337520	0.616780565917367	nodiff	tran
Zm00001eb345610	0.959098601042254	nodiff	tran
Zm00001eb347660	0.369480155548399	nodiff	tran
Zm00001eb348530	2.70145719414867	up	tran
Zm00001eb349810	4.16765929702273	up	tran
Zm00001eb350090	6.40931558893695	up	tran
Zm00001eb351810	10.0131926330646	up	tran
Zm00001eb352550	1.30000241124612	up	tran
Zm00001eb363200	3.55797636103282	down	tran
Zm00001eb367890	2.02500361772028	up	tran
Zm00001eb371740	0.177995668761533	nodiff	tran
Zm00001eb380260	0.219209356002057	nodiff	tran
Zm00001eb381920	4.47286610201411	up	tran
Zm00001eb386660	1.38366220887019	nodiff	tran
Zm00001eb390590	0.481220116540378	nodiff	tran
Zm00001eb397960	0.0181877588196392	nodiff	tran
Zm00001eb398370	0.592148395298996	nodiff	tran
Zm00001eb408010	3.50524720756378	up	tran
Zm00001eb408260	0.565910554924252	nodiff	tran
Zm00001eb408460	1.54449478972345	up	tran
Zm00001eb414550	0.33934552089544	nodiff	tran
Zm00001eb421480	0.769965731282408	nodiff	tran
Zm00001eb424620	1.20394274281445	up	tran
Zm00001eb427610	4.37523072019763	up	tran
novel10916	6.99754843629102	up	tran
novel21179	5.64953465246877	up	tran
novel665	0.856246828695925	nodiff	tran
novel8257	8.17515356680448	up	tran
novel9868	2.98501612019454	up	tran
ID_0111	0.889634377809167	nodiff	meta
ID_0137	0.197956302759022	up	meta
map00020	2	pathway	pathway
Zm00001eb002960	2.10070097402924	down	tran
Zm00001eb044740	1.59958528876006	down	tran
Zm00001eb045790	0.967342198911953	nodiff	tran
Zm00001eb059070	0.109665710866008	nodiff	tran
Zm00001eb069370	7.96560814250949	down	tran
Zm00001eb085130	2.293808723473	down	tran
Zm00001eb105870	2.78684379561677	up	tran
Zm00001eb130080	0.195994574033019	nodiff	tran
Zm00001eb134330	0.0423965827858713	nodiff	tran
Zm00001eb136880	0.353851355068894	nodiff	tran
Zm00001eb158070	4.47575342349463	up	tran
Zm00001eb158270	0.0426979205684438	nodiff	tran
Zm00001eb164780	0.402991443191548	nodiff	tran
Zm00001eb171440	0.0327756412504125	nodiff	tran
Zm00001eb173490	2.16613668363681	down	tran
Zm00001eb179730	2.93704659126369	down	tran
Zm00001eb185030	0.393652915258955	nodiff	tran
Zm00001eb206090	0.379929502835437	nodiff	tran
Zm00001eb221790	2.03346708641133	up	tran
Zm00001eb234020	2.51224686140714	down	tran
Zm00001eb236450	1.88196296196749	down	tran
Zm00001eb239300	0.485269940381235	nodiff	tran
Zm00001eb271700	0.178092367852082	nodiff	tran
Zm00001eb277730	6.06352487075765	up	tran
Zm00001eb325420	0.926060482243636	nodiff	tran
Zm00001eb328310	5.1104472283386	up	tran
Zm00001eb340370	1.33401744008978	up	tran
Zm00001eb344340	0.727601285917004	nodiff	tran
Zm00001eb349500	10.3205928796582	down	tran
Zm00001eb359420	0.360874969750245	nodiff	tran
Zm00001eb421170	0.952221596815041	nodiff	tran
novel3744	7.31808456469181	down	tran
ID_0017	0.955780635083974	nodiff	meta
ID_0567	0.872458003381131	up	meta
map00030	2	pathway	pathway
Zm00001eb005330	0.493959507898415	nodiff	tran
Zm00001eb019890	2.49017205380449	up	tran
Zm00001eb020090	1.31773634645094	up	tran
Zm00001eb029080	0.0622749742102652	nodiff	tran
Zm00001eb079220	1.85331691661882	nodiff	tran
Zm00001eb087970	2.70605667012126	up	tran
Zm00001eb142730	0.218899777734195	nodiff	tran
Zm00001eb169570	0.715704671355124	nodiff	tran
Zm00001eb177740	2.04089158825389	up	tran
Zm00001eb213570	1.13004049047498	up	tran
Zm00001eb231020	1.1670511794969	up	tran
Zm00001eb246350	1.6048471253969	up	tran
Zm00001eb301210	0.216257950827271	nodiff	tran
Zm00001eb317710	0.307259545604482	nodiff	tran
Zm00001eb359730	0.531558901795085	nodiff	tran
Zm00001eb363880	0.0690823589806074	nodiff	tran
Zm00001eb378030	0.786803991282106	nodiff	tran
Zm00001eb389880	3.51131253010565	up	tran
Zm00001eb395630	1.41836973162933	up	tran
Zm00001eb419510	0.728818982090673	nodiff	tran
ID_0429	0.0415136156083837	nodiff	meta
ID_0437	0.414685308970996	nodiff	meta
ID_0438	0.211636886348413	nodiff	meta
map00040	2	pathway	pathway
Zm00001eb014020	8.99891902145311	down	tran
Zm00001eb025800	0.936086444430426	nodiff	tran
Zm00001eb028200	3.96270418690372	down	tran
Zm00001eb028580	13.0510129579922	down	tran
Zm00001eb037520	2.76341556082707	up	tran
Zm00001eb050080	3.86660982656075	down	tran
Zm00001eb057810	1.49614579205043	down	tran
Zm00001eb068950	12.8216243637663	down	tran
Zm00001eb080860	10.9602579816806	down	tran
Zm00001eb088830	0.948797102961876	nodiff	tran
Zm00001eb094750	2.94741223665725	up	tran
Zm00001eb104400	0.426009429853994	nodiff	tran
Zm00001eb109880	2.59794490857715	up	tran
Zm00001eb111020	4.2913507608707	up	tran
Zm00001eb122830	4.78879072575345	up	tran
Zm00001eb132550	7.78320281838094	down	tran
Zm00001eb141640	5.43087808305741	down	tran
Zm00001eb148660	2.52369371930913	nodiff	tran
Zm00001eb165010	6.622426447902	down	tran
Zm00001eb177120	2.81216859760387	down	tran
Zm00001eb177660	7.29011150972794	down	tran
Zm00001eb205940	13.8967377209514	down	tran
Zm00001eb208540	1.14281727483912	down	tran
Zm00001eb214560	0.816780225555135	nodiff	tran
Zm00001eb215830	2.44132714519301	up	tran
Zm00001eb230070	5.871168010035	down	tran
Zm00001eb232710	4.17465536221963	down	tran
Zm00001eb236180	9.86301032862375	down	tran
Zm00001eb236200	11.0387259259483	down	tran
Zm00001eb236220	11.0387259259483	down	tran
Zm00001eb239230	15.6107501308787	down	tran
Zm00001eb239250	11.5426791397133	down	tran
Zm00001eb239260	13.8713214107343	down	tran
Zm00001eb239290	15.277020415166	down	tran
Zm00001eb248850	3.59227518117487	down	tran
Zm00001eb270510	7.08591787122111	down	tran
Zm00001eb272890	1.19249785776774	up	tran
Zm00001eb275880	7.0911542821765	down	tran
Zm00001eb275900	7.94617247742139	down	tran
Zm00001eb275930	7.78183631946142	down	tran
Zm00001eb275950	13.9651927080269	down	tran
Zm00001eb275970	8.87249372258271	down	tran
Zm00001eb275980	9.63250579854862	down	tran
Zm00001eb276000	3.90992409150193	down	tran
Zm00001eb276010	10.3290272132119	down	tran
Zm00001eb276020	13.1929983902418	down	tran
Zm00001eb276030	13.2008535476938	down	tran
Zm00001eb276040	12.414926598571	down	tran
Zm00001eb276060	12.5073432067131	down	tran
Zm00001eb276070	10.6535563622192	down	tran
Zm00001eb276090	11.7721916716806	down	tran
Zm00001eb276100	13.4845246856695	down	tran
Zm00001eb277200	8.31680650609854	down	tran
Zm00001eb294520	4.84603694916592	up	tran
Zm00001eb294540	10.4891399510894	down	tran
Zm00001eb320800	0.226118926320466	nodiff	tran
Zm00001eb327190	3.4760623336626	up	tran
Zm00001eb330180	2.78329265232296	up	tran
Zm00001eb331430	12.2320264286499	down	tran
Zm00001eb341870	2.7065466706566	down	tran
Zm00001eb346520	1.65712335584454	up	tran
Zm00001eb359060	10.7135535118151	up	tran
Zm00001eb377200	11.7621669588497	down	tran
Zm00001eb385510	11.6950240944913	down	tran
Zm00001eb420010	0.0210201140355147	nodiff	tran
Zm00001eb424030	8.09554397070565	down	tran
Zm00001eb431890	10.7220533242041	down	tran
Zm00001eb442160	14.9700049927635	down	tran
Zm00001eb442230	8.70005491623544	down	tran
novel10660	5.46340621453514	down	tran
novel13478	2.92613205673746	up	tran
ID_0049	0.771304735150382	nodiff	meta
ID_0690	2.88668162157417	nodiff	meta
map00051	2	pathway	pathway
Zm00001eb001000	0.599538606566111	nodiff	tran
Zm00001eb012020	0.720229002826119	nodiff	tran
Zm00001eb013550	1.28728819338121	up	tran
Zm00001eb144910	3.68077220099773	up	tran
Zm00001eb148030	1.64992192959784	down	tran
Zm00001eb167360	0.18634315975347	nodiff	tran
Zm00001eb193600	12.0363500498795	up	tran
Zm00001eb230560	8.47240189325544	up	tran
Zm00001eb260710	2.46865947736453	up	tran
Zm00001eb282250	0.47462103503168	nodiff	tran
Zm00001eb365810	1.04617033333614	up	tran
Zm00001eb367780	3.25596282127653	down	tran
Zm00001eb377770	5.08567575887066	up	tran
Zm00001eb388990	1.66464394433397	down	tran
Zm00001eb412540	0.559607404593634	nodiff	tran
novel1853	1.46520417502259	up	tran
novel1940	2.47670510920786	up	tran
map00052	2	pathway	pathway
Zm00001eb016850	1.85075119841096	up	tran
Zm00001eb033870	2.43806514615219	up	tran
Zm00001eb042670	3.19413992934914	down	tran
Zm00001eb058870	2.50567276583932	up	tran
Zm00001eb061880	1.42926725783799	up	tran
Zm00001eb067230	2.27835642247984	up	tran
Zm00001eb098110	3.56370363388419	down	tran
Zm00001eb122980	0.123920186759762	nodiff	tran
Zm00001eb138980	0.395807506482905	nodiff	tran
Zm00001eb140720	0.183240243320682	nodiff	tran
Zm00001eb242820	2.35033021291108	nodiff	tran
Zm00001eb306310	4.82734090115377	down	tran
Zm00001eb309880	3.32920473806674	down	tran
Zm00001eb319250	2.28368531212729	up	tran
Zm00001eb330650	1.11951368505815	up	tran
Zm00001eb395600	2.84537928198233	up	tran
Zm00001eb421960	2.06986259463588	up	tran
novel788	4.5765415713415	up	tran
ID_0079	0.364875061518878	nodiff	meta
map00053	2	pathway	pathway
Zm00001eb035440	3.6068999387764	up	tran
Zm00001eb047980	2.11972318827719	down	tran
Zm00001eb049310	0.0733431774025918	nodiff	tran
Zm00001eb071800	2.8160172924327	up	tran
Zm00001eb082560	1.40824172275338	up	tran
Zm00001eb093120	0.412960059668325	nodiff	tran
Zm00001eb102190	0.378489040399759	nodiff	tran
Zm00001eb112040	0.950892463574814	nodiff	tran
Zm00001eb167750	2.49939491601807	down	tran
Zm00001eb176160	4.90221906840367	down	tran
Zm00001eb202790	0.16891297539177	nodiff	tran
Zm00001eb219950	1.98925270636573	up	tran
Zm00001eb236880	1.88001971753278	nodiff	tran
Zm00001eb243590	2.41455538711311	up	tran
Zm00001eb252200	4.00413888357829	down	tran
Zm00001eb264880	0.635871385608099	nodiff	tran
Zm00001eb278370	11.6464914305211	down	tran
Zm00001eb279790	1.0263222798728	up	tran
Zm00001eb291060	3.73977109627911	down	tran
Zm00001eb317540	0.950148093711791	nodiff	tran
Zm00001eb352160	5.31443065401087	down	tran
Zm00001eb354400	7.56094888119743	down	tran
Zm00001eb367350	0.150421281177755	nodiff	tran
Zm00001eb369040	3.50992831356917	down	tran
Zm00001eb374410	5.89465722942707	down	tran
Zm00001eb384280	2.59418604808513	down	tran
Zm00001eb384970	5.346243350821	down	tran
Zm00001eb397180	0.234846172874114	nodiff	tran
Zm00001eb398580	0.433070247541985	nodiff	tran
Zm00001eb408280	0.93459271507468	nodiff	tran
Zm00001eb408730	0.302589621578166	nodiff	tran
Zm00001eb416430	0.273604331209256	nodiff	tran
Zm00001eb438750	0.433070247541985	nodiff	tran
novel20729	7.14419107141315	up	tran
novel5574	7.64566198157715	up	tran
ID_0458	1.5556521706521	nodiff	meta
map00061	2	pathway	pathway
Zm00001eb023380	8.3034008207118	up	tran
Zm00001eb025490	0.193021120907845	nodiff	tran
Zm00001eb086000	1.27614938747618	up	tran
Zm00001eb086560	1.03016506378397	up	tran
Zm00001eb114980	3.21753165644729	down	tran
Zm00001eb152410	0.54446065642712	nodiff	tran
Zm00001eb181020	0.89745213461822	nodiff	tran
Zm00001eb201940	1.06259520354397	up	tran
Zm00001eb223980	2.39043450108398	up	tran
Zm00001eb225510	2.95345097092499	down	tran
Zm00001eb236130	0.322020831318634	nodiff	tran
Zm00001eb241560	1.00896692567471	nodiff	tran
Zm00001eb270390	1.38684390473032	down	tran
Zm00001eb277000	0.426432891236863	nodiff	tran
Zm00001eb308620	0.438955715258433	nodiff	tran
Zm00001eb309910	4.59509175994956	down	tran
Zm00001eb317680	1.68289962195334	down	tran
Zm00001eb327480	1.74440038173326	up	tran
Zm00001eb367400	2.84491293003774	up	tran
Zm00001eb373980	0.071352575297806	nodiff	tran
Zm00001eb376490	2.43059606764991	up	tran
Zm00001eb377350	1.04215734610227	down	tran
Zm00001eb385960	0.665873215932922	nodiff	tran
Zm00001eb392890	2.82939675710385	up	tran
Zm00001eb404990	0.148242007005339	nodiff	tran
Zm00001eb407800	3.1569599012351	up	tran
Zm00001eb417150	2.90486649437532	up	tran
Zm00001eb420640	1.52044314726424	down	tran
novel3738	3.01981601371329	nodiff	tran
novel5591	5.79486186165425	up	tran
ID_0194	0.556107482652705	up	meta
ID_0288	0.272501082657938	nodiff	meta
ID_0489	1.54178151983822	nodiff	meta
map00062	2	pathway	pathway
Zm00001eb000230	0.707980022144556	nodiff	tran
Zm00001eb006020	1.90149007731219	up	tran
Zm00001eb008920	0.610322654408568	nodiff	tran
Zm00001eb018600	2.95579103139792	up	tran
Zm00001eb026670	4.44360342783074	up	tran
Zm00001eb046050	2.92543207107255	up	tran
Zm00001eb047970	2.60039397041145	up	tran
Zm00001eb124340	0.362274161465718	nodiff	tran
Zm00001eb222980	4.12727367674048	up	tran
Zm00001eb240620	0.565793123685521	nodiff	tran
Zm00001eb246270	1.37733955465934	up	tran
Zm00001eb296230	2.1017023451127	up	tran
Zm00001eb300560	10.1420027235863	down	tran
Zm00001eb335900	0.190593194838214	nodiff	tran
Zm00001eb379940	2.85765006861786	up	tran
Zm00001eb381100	0.521043245673126	nodiff	tran
Zm00001eb390960	0.569566757913377	nodiff	tran
map00071	2	pathway	pathway
Zm00001eb005300	2.58096179252206	down	tran
Zm00001eb014890	0.0420349870892179	nodiff	tran
Zm00001eb016980	7.65021937057865	up	tran
Zm00001eb019210	0.330863179961403	nodiff	tran
Zm00001eb033060	0.356296862607353	nodiff	tran
Zm00001eb083480	0.56372703090118	nodiff	tran
Zm00001eb111400	1.33038687937777	up	tran
Zm00001eb123620	0.914608013448088	nodiff	tran
Zm00001eb167230	2.71168015604934	up	tran
Zm00001eb200160	2.39989660052752	up	tran
Zm00001eb203470	0.0069232426580744	nodiff	tran
Zm00001eb222320	0.554977342871176	nodiff	tran
Zm00001eb237380	2.07007623879866	up	tran
Zm00001eb258950	1.15844581513087	down	tran
Zm00001eb259720	8.77244125937808	up	tran
Zm00001eb285730	1.83917039185862	up	tran
Zm00001eb293360	0.0160076749727543	nodiff	tran
Zm00001eb340720	0.660847576436341	nodiff	tran
Zm00001eb379490	0.160775909436507	nodiff	tran
novel19757	4.23962313910056	down	tran
novel21470	1.96619190508659	nodiff	tran
ID_0431	0.430441382760998	nodiff	meta
map00073	2	pathway	pathway
Zm00001eb031150	2.47124647906758	down	tran
Zm00001eb045340	6.40846853172011	down	tran
Zm00001eb074170	2.55303156127178	up	tran
Zm00001eb084190	1.14777411963654	nodiff	tran
Zm00001eb146710	2.8520509559443	up	tran
Zm00001eb201250	1.3965247519337	nodiff	tran
Zm00001eb221970	1.21729862345818	up	tran
Zm00001eb247450	3.98227336839853	up	tran
Zm00001eb249960	1.03845398595691	nodiff	tran
Zm00001eb311010	5.28576447491521	up	tran
Zm00001eb366700	2.31673213562839	up	tran
Zm00001eb371580	6.00011233009744	down	tran
Zm00001eb402470	11.6946748243521	up	tran
novel10299	1.44376715627988	nodiff	tran
ID_0411	0.709306090764706	nodiff	meta
map00100	2	pathway	pathway
Zm00001eb019480	3.71209106650558	down	tran
Zm00001eb062080	0.0625384916796829	nodiff	tran
Zm00001eb102790	1.25722307991308	up	tran
Zm00001eb109520	0.626303558815373	nodiff	tran
Zm00001eb126960	2.46716810351617	nodiff	tran
Zm00001eb159000	0.397362791646591	nodiff	tran
Zm00001eb228910	1.85148782924067	up	tran
Zm00001eb240810	0.0137451389354148	nodiff	tran
Zm00001eb275540	12.9904624660719	up	tran
Zm00001eb307440	1.23171776541081	up	tran
Zm00001eb362010	3.48757018975404	down	tran
Zm00001eb370460	2.4643331995635	down	tran
Zm00001eb414010	9.958700529272	up	tran
novel4069	1.42250256037654	nodiff	tran
novel5985	0.228238720566127	nodiff	tran
map00120	2	pathway	pathway
ID_0424	2.55389302927923	nodiff	meta
ID_0425	0.588557711395724	nodiff	meta
ID_0576	4.22597426461688	up	meta
map00121	2	pathway	pathway
map00130	2	pathway	pathway
Zm00001eb004210	1.03104421391812	up	tran
Zm00001eb006830	3.26873322514733	up	tran
Zm00001eb025180	3.87614194334469	up	tran
Zm00001eb031790	1.68314174885989	down	tran
Zm00001eb048810	0.398362856182644	nodiff	tran
Zm00001eb093630	0.895703668349061	nodiff	tran
Zm00001eb105110	3.99781162912242	up	tran
Zm00001eb107520	0.829204036298175	nodiff	tran
Zm00001eb113920	2.82803092350075	up	tran
Zm00001eb119050	3.56229210411283	down	tran
Zm00001eb121230	7.52223752685705	up	tran
Zm00001eb157640	2.51582604690784	up	tran
Zm00001eb187910	3.95735991806284	up	tran
Zm00001eb190740	0.260530881841703	nodiff	tran
Zm00001eb195790	6.12758149929404	down	tran
Zm00001eb201770	1.78176292925916	up	tran
Zm00001eb211070	0.610407438583371	nodiff	tran
Zm00001eb232960	1.8584583506712	up	tran
Zm00001eb233720	1.35044307419234	up	tran
Zm00001eb245360	3.28910144234953	up	tran
Zm00001eb245370	1.85208258537132	up	tran
Zm00001eb246660	1.77869657465901	down	tran
Zm00001eb251860	0.140247343150449	nodiff	tran
Zm00001eb261830	1.7845306711784	up	tran
Zm00001eb285030	2.8222884360429	up	tran
Zm00001eb310840	0.994216753239068	nodiff	tran
Zm00001eb321480	6.30113252620763	down	tran
Zm00001eb347960	0.57683948671918	nodiff	tran
Zm00001eb373110	2.29878456265467	up	tran
Zm00001eb376720	5.49879513974764	down	tran
Zm00001eb382300	0.898496501304614	nodiff	tran
Zm00001eb389370	0.331839737953308	nodiff	tran
Zm00001eb389420	0.439970760217788	nodiff	tran
Zm00001eb417500	0.733014143188848	nodiff	tran
novel1800	5.96106889046448	down	tran
ID_0405	1.30130618518192	nodiff	meta
ID_0739	5.2553290392355	up	meta
map00140	2	pathway	pathway
Zm00001eb040180	0.858291284512322	nodiff	tran
Zm00001eb043620	0.992161962135109	nodiff	tran
Zm00001eb058110	0.140606421885429	nodiff	tran
Zm00001eb073390	2.99454341758346	down	tran
Zm00001eb088120	6.56830193539497	up	tran
Zm00001eb110390	0.430304777411827	nodiff	tran
Zm00001eb159210	7.81527675870069	down	tran
Zm00001eb172560	0.579744382928332	nodiff	tran
Zm00001eb214390	9.58097631507427	up	tran
Zm00001eb214400	3.12580986013761	up	tran
Zm00001eb219330	3.62351008599905	up	tran
Zm00001eb229580	2.0713751530021	nodiff	tran
Zm00001eb385340	3.40852143824417	down	tran
Zm00001eb404760	7.21105249756026	up	tran
novel14912	2.35681643361907	up	tran
ID_0069	1.85025594739403	nodiff	meta
ID_0478	1.25535885416219	nodiff	meta
ID_0511	2.39760527922188	nodiff	meta
ID_0559	2.66644084159695	nodiff	meta
ID_0560	1.32573642345234	up	meta
ID_0577	2.29997959119604	nodiff	meta
ID_0651	2.2254596580307	nodiff	meta
ID_0803	3.42409755867217	up	meta
ID_0879	0.301408242059784	nodiff	meta
map00190	2	pathway	pathway
Zm00001eb000210	1.79059613549016	up	tran
Zm00001eb000570	3.62621104670541	down	tran
Zm00001eb002300	8.46695436859432	up	tran
Zm00001eb005400	0.354309665559734	nodiff	tran
Zm00001eb013640	2.05708028904455	down	tran
Zm00001eb021120	6.14227680791246	down	tran
Zm00001eb024750	4.36716989750735	down	tran
Zm00001eb025210	1.87649890725911	down	tran
Zm00001eb033900	0.521292521661957	nodiff	tran
Zm00001eb037340	8.39859033786988	up	tran
Zm00001eb049470	4.02789985341702	up	tran
Zm00001eb049750	1.9526183652579	up	tran
Zm00001eb053440	2.44570395964191	up	tran
Zm00001eb055360	0.570026002986164	nodiff	tran
Zm00001eb076120	2.10362553365448	down	tran
Zm00001eb084760	0.815501931586277	nodiff	tran
Zm00001eb086120	7.86630945577885	down	tran
Zm00001eb116500	4.41507534923804	up	tran
Zm00001eb119630	0.165618765934245	nodiff	tran
Zm00001eb134090	0.938031662775437	nodiff	tran
Zm00001eb154630	0.748970583280503	nodiff	tran
Zm00001eb161310	0.625919909448075	nodiff	tran
Zm00001eb178280	5.04944975560342	up	tran
Zm00001eb181170	1.98053470066638	down	tran
Zm00001eb181710	1.69313796443346	down	tran
Zm00001eb184450	1.81610849355802	down	tran
Zm00001eb192290	8.49662032186882	down	tran
Zm00001eb194350	2.14513739246589	up	tran
Zm00001eb196190	10.9647407932719	down	tran
Zm00001eb208650	7.13895752024368	down	tran
Zm00001eb223280	8.61083975481148	down	tran
Zm00001eb224470	7.8382802300432	down	tran
Zm00001eb224990	0.147144906965532	nodiff	tran
Zm00001eb243430	3.10342368338014	down	tran
Zm00001eb252030	0.480651821529992	nodiff	tran
Zm00001eb256150	1.33693827982038	up	tran
Zm00001eb266490	0.601213364203516	nodiff	tran
Zm00001eb267140	1.46119027128262	down	tran
Zm00001eb283340	1.91692229454476	down	tran
Zm00001eb288340	0.388906983703615	nodiff	tran
Zm00001eb302400	1.09716799836405	up	tran
Zm00001eb312990	0.279910678325633	nodiff	tran
Zm00001eb317300	0.162852547064419	nodiff	tran
Zm00001eb322600	2.75257878399957	up	tran
Zm00001eb325880	1.42435368431441	down	tran
Zm00001eb345800	0.268269163111777	nodiff	tran
Zm00001eb349110	0.0768875344113608	nodiff	tran
Zm00001eb357360	8.93389157513942	up	tran
Zm00001eb358050	3.15877265970688	down	tran
Zm00001eb359540	0.708696556107276	nodiff	tran
Zm00001eb374840	11.3366733697441	down	tran
Zm00001eb386740	1.8214587282108	down	tran
Zm00001eb392570	2.17560693012204	down	tran
Zm00001eb397520	1.96980318319112	up	tran
Zm00001eb432500	0.673461713655649	nodiff	tran
Zm00001eb434320	2.35104146911519	down	tran
Zm00001eb434570	6.40589357791603	down	tran
Zm00001eb435450	2.77721394780831	up	tran
Zm00001eb440640	4.87114986777187	down	tran
novel13040	3.812096330584	up	tran
novel15336	4.92012706297691	down	tran
novel20760	8.23704115513075	down	tran
novel21103	6.02214560196764	down	tran
novel5926	10.3929697343812	down	tran
ID_0239	0.895887355630469	up	meta
map00195	2	pathway	pathway
Zm00001eb001650	1.27212111542115	up	tran
Zm00001eb015950	4.7547163728282	up	tran
Zm00001eb052650	1.99178611328101	up	tran
Zm00001eb059850	1.34453827518272	up	tran
Zm00001eb083680	3.33321877647611	up	tran
Zm00001eb083950	0.981184434618061	nodiff	tran
Zm00001eb096870	2.72084764653515	up	tran
Zm00001eb101660	3.66244960122767	up	tran
Zm00001eb106430	4.54968969786187	up	tran
Zm00001eb117670	2.83224177117479	up	tran
Zm00001eb123000	3.18198678126611	up	tran
Zm00001eb138650	3.76957729591137	up	tran
Zm00001eb140530	2.58949654862474	up	tran
Zm00001eb146510	2.93005600798322	up	tran
Zm00001eb151750	2.80948124035399	up	tran
Zm00001eb171230	1.7637591247076	up	tran
Zm00001eb174420	0.516531985366349	nodiff	tran
Zm00001eb183170	8.43262481758321	up	tran
Zm00001eb204410	2.82707571025912	up	tran
Zm00001eb212520	2.0185733267019	up	tran
Zm00001eb213670	3.20423508478942	up	tran
Zm00001eb217230	2.80352724439859	up	tran
Zm00001eb226060	3.86789519968786	up	tran
Zm00001eb238370	1.47319373374017	up	tran
Zm00001eb244980	4.53777877996597	up	tran
Zm00001eb255940	3.58021338443619	up	tran
Zm00001eb260140	2.57249375964566	up	tran
Zm00001eb260160	1.00838935416155	up	tran
Zm00001eb261260	1.55516872621437	up	tran
Zm00001eb268360	2.51526908940362	up	tran
Zm00001eb273380	1.71453084221542	up	tran
Zm00001eb295610	3.60112382450721	up	tran
Zm00001eb298270	2.0837825800326	up	tran
Zm00001eb299760	3.14009499594819	up	tran
Zm00001eb299960	2.46426034094719	up	tran
Zm00001eb299990	2.96248946443237	up	tran
Zm00001eb306070	3.52559641629061	up	tran
Zm00001eb316290	2.28844722066559	up	tran
Zm00001eb320270	1.48262368673625	up	tran
Zm00001eb323460	3.73276855245272	up	tran
Zm00001eb336580	2.23693793280127	up	tran
Zm00001eb352880	1.41369346007741	up	tran
Zm00001eb362640	1.70890251812601	up	tran
Zm00001eb379240	1.08598950189113	up	tran
Zm00001eb379570	2.52657063204202	up	tran
Zm00001eb395230	2.76078363945266	up	tran
Zm00001eb409220	1.76673405680796	nodiff	tran
Zm00001eb435440	5.90929245988933	up	tran
Zm00001eb436740	5.72654623678468	up	tran
Zm00001eb436890	0.810619560043531	nodiff	tran
novel1894	1.72989131697986	up	tran
ID_0238	2.05115998198814	up	meta
map00196	2	pathway	pathway
Zm00001eb041460	4.43275843682435	up	tran
